42858.87502,218,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.74,50.0,379,2.00,0.69

42858.87505,217,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.75,50.0,379,2.00,0.70

42858.87507,217,218,222,0.40,4.20,1.30,50,640,220,0.59,-0.70,-0.76,50.0,379,2.00,0.70

42858.87509,217,218,222,0.40,4.20,1.30,50,640,220,0.56,-0.70,-0.77,50.0,379,2.00,0.70

42858.87510,217,218,222,0.40,4.20,1.30,50,640,210,0.61,-0.70,-0.76,50.0,379,2.00,0.70

42858.87513,218,218,222,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.75,50.0,380,2.00,0.70

42858.87515,218,218,222,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.76,50.0,380,2.00,0.70

42858.87517,218,218,222,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.75,50.0,380,2.00,0.69

42858.87520,218,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.75,50.0,380,2.00,0.70

42858.87521,218,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.74,50.0,380,2.00,0.70

42858.87523,218,219,222,0.40,4.20,1.20,50,640,200,0.57,-0.70,-0.76,50.0,380,2.00,0.70

42858.87525,218,219,222,0.40,4.20,1.20,50,640,210,0.59,-0.70,-0.77,50.0,380,2.00,0.70

42858.87528,217,218,222,0.40,4.20,1.20,50,640,210,0.59,-0.70,-0.78,50.0,379,2.00,0.70

42858.87530,217,218,222,0.40,4.20,1.20,50,640,210,0.59,-0.70,-0.77,50.0,379,2.00,0.70

42858.87532,217,218,222,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.75,50.0,380,2.00,0.70

42858.87534,218,218,222,0.40,4.20,1.20,50,640,210,0.59,-0.70,-0.77,50.0,380,2.00,0.70

42858.87536,218,218,222,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.77,50.0,380,2.00,0.70

42858.87538,218,218,222,0.40,4.20,1.20,50,640,210,0.59,-0.70,-0.77,50.0,380,2.00,0.70

42858.87541,218,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.77,50.0,380,2.00,0.70

42858.87543,218,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.75,50.0,380,2.00,0.70

42858.87544,218,218,222,0.40,4.20,1.20,50,640,210,0.59,-0.70,-0.77,50.0,380,2.00,0.70

42858.87546,218,218,222,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.76,50.0,380,2.00,0.70

42858.87549,218,219,221,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.75,50.0,380,2.00,0.69

42858.87551,218,218,222,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.76,50.0,380,2.00,0.70

42858.87553,218,219,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.75,50.0,380,2.00,0.70

42858.87556,218,218,222,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.77,50.0,380,2.00,0.70

42858.87557,217,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.77,50.0,380,2.00,0.70

42858.87559,217,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.76,50.0,379,2.00,0.70

42858.87561,217,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.77,50.0,380,2.00,0.70

42858.87564,217,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.76,50.0,380,2.00,0.70

42858.87566,217,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.75,50.0,379,2.00,0.70

42858.87568,217,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.75,50.0,379,2.00,0.69

42858.87569,217,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.75,50.0,379,2.00,0.70

42858.87572,217,218,222,0.40,4.20,1.20,50,640,210,0.59,-0.70,-0.77,50.0,379,2.00,0.70

42858.87574,217,219,222,0.40,4.20,1.20,50,640,210,0.59,-0.70,-0.75,50.0,379,2.00,0.70

42858.87576,217,219,222,0.40,4.20,1.30,50,640,210,0.56,-0.70,-0.77,50.0,379,2.00,0.69

42858.87579,217,218,222,0.40,4.20,1.30,50,640,210,0.56,-0.70,-0.76,50.0,380,2.00,0.69

42858.87580,217,219,222,0.40,4.20,1.30,50,640,210,0.54,-0.70,-0.76,50.0,380,2.00,0.70

42858.87582,218,219,222,0.40,4.20,1.30,50,640,220,0.59,-0.70,-0.75,50.0,380,2.00,0.69

42858.87584,218,219,222,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.75,50.0,380,2.00,0.70

42858.87587,218,218,222,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.75,50.0,380,2.00,0.70

42858.87589,218,219,222,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.75,50.0,380,2.00,0.70

42858.87591,218,218,221,0.40,4.20,1.20,50,640,210,0.54,-0.70,-0.77,50.0,380,2.00,0.69

42858.87593,217,218,221,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.75,50.0,379,2.00,0.70

42858.87595,217,218,221,0.40,4.20,1.30,50,640,210,0.59,-0.70,-0.75,50.0,379,2.00,0.70

42858.87597,217,218,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.77,50.0,379,2.00,0.70

42858.87600,218,219,222,0.40,4.20,1.30,50,640,210,0.57,-0.70,-0.76,50.0,380,2.00,0.70

